Event,Site,Date,Round,White,Black,Result,WhiteElo,BlackElo,TimeControl,EndTime,Termination,Moves
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,4,Cryptochess,destroyer305,1-0,2396,2199,180+2,11:48:33 PST,Cryptochess won by resignation,"e2e4,c7c5,b1c3,g7g6,g2g3,f8g7,f1g2,b8c6,d2d3,g8f6,c1e3,d7d6,h2h3,c6d4,g1e2,d4e2,c3e2,a8b8,c2c3,b7b5,d1d2,b5b4,e1g1,e8g8,f2f4,f6e8,g3g4,e8c7,f4f5,b4c3,b2c3,c7b5,a1c1,d8a5,e3g5,f7f6,g5e3,c8d7,e2f4,g6g5,f4d5,f8e8,h3h4,h7h6,h4g5,f6g5,f5f6,e7f6,d5f6,g7f6,f1f6,e8e6,e3g5,e6f6,g5f6,g8h7,e4e5,d7e8,g2e4,e8g6,d2f4,a5c7,e4g6,h7g6,f4f5"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,4,GasconJR,AkshatChandra,0-1,2281,2517,180+2,11:48:35 PST,AkshatChandra won by resignation,"e2e4,c7c5,g1f3,d7d6,d2d4,c5d4,f3d4,g8f6,b1c3,b8c6,c1g5,e7e6,d1d2,f8e7,e1c1,e8g8,d4b3,a7a6,g5f6,e7f6,d2d6,f6c3,b2c3,d8f6,c1b2,f6f2,e4e5,f2e3,b3d4,c6e5,f1d3,e5d3,d1d3,e3e4,h1f1,e6e5,d4f3,f7f6,f3g5,e4c4,g5h7,c8e6,h7f8,c4a2,b2c1,a8f8,c1d2,e6c4,d3g3,c4f1,d6e7,a2f7"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,4,ChessPsych0,Hafez_Bakr,1-0,2030,1833,180+2,11:48:36 PST,ChessPsych0 won by resignation,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,e2e3,e8g8,f1d3,d7d5,g1f3,c7c5,a2a3,c5d4,a3b4,d4c3,b2c3,d5c4,d3c4,d8d1,e1d1,c8d7,c1b2,f8d8,d1e2,d7c6,h1d1,b8d7,c4d3,a7a6,c3c4,d7f8,b2f6,g7f6,g2g3,f8g6,f3d4,g6e5,d4c6,e5c6,a1b1,c6e5,f2f4,e5d3,d1d3,d8d3,e2d3,a8d8,d3c2,g8f8,c4c5,d8d5,b1d1,d5d1,c2d1,f6f5,d1d2,f8e7,d2d3,f7f6,e3e4,f5e4,d3e4,e7d7,g3g4,d7c6,h2h4,c6b5,g4g5,f6g5,f4g5,b5b4,h4h5,a6a5,g5g6,h7g6,h5g6,a5a4,g6g7,a4a3,g7g8q,a3a2,g8g1,b4b3,e4e5,b3b2,e5e6,a2a1q,g1a1,b2a1,e6d6,a1b2,d6c7,b2c3,c7b7,c3d4,c5c6"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,4,megarompa,petrpalachev,1-0,2647,2441,180+2,11:48:47 PST,megarompa won by resignation,"d2d4,g8f6,g1f3,d7d5,c1g5,e7e6,b1d2,c7c5,c2c3,b8c6,e2e3,h7h6,g5h4,f8e7,f1d3,e8g8,e1g1,b7b6,e3e4,c5d4,e4e5,f6d7,h4e7,d8e7,c3d4,c6b4,d3b5,c8a6,b5a6,b4a6,d1a4,a6c7,a1c1,f8c8,a2a3,a7a5,a4b3,a5a4,b3d3,d7b8,c1c3,e7d7,f1c1,a8a7,h2h4,a7b7,g2g4,c8d8,g4g5,h6h5,g5g6,f7f6,e5f6,g7f6,c1e1,c7e8,d2f1,b6b5,f1g3,e8g7,d3d2,g7f5,g3f5,e6f5,d2h6,b5b4,a3b4,b7b4,c3e3,b8c6,e3e7"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,4,Danirod,vinceyoung15,1-0,2320,2117,180+2,11:48:56 PST,Danirod won on time,"e2e4,c7c5,g1f3,b8c6,c2c3,d7d5,e4d5,d8d5,d2d4,c5d4,c3d4,e7e5,b1c3,f8b4,c1d2,b4c3,d2c3,e5e4,f3e5,c6e5,d4e5,c8e6,d1a4,e6d7,a4a3,g8e7,a1d1,d5c6,f1e2,e4e3,e2f3,e3f2,e1f2,c6c7,c3b4,e7c6,b4d6,c7b6,d6c5,b6c7,h1e1,a7a6,b2b4,c6d8,a3e3,d8e6,c5d6,c7c4,f3b7,a8d8,d1d2,d7c6,b7c6,c4c6,e3f3,c6b6,f3e3,b6c6,e1d1,c6c4,h2h3,f7f6,e5f6,g7f6,d6c5,e8f7,d2d7,f7g6,e3g3,e6g5,d7d8"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,4,Ar4uha,promen1999,0-1,2459,2279,180+2,11:49:07 PST,promen1999 won by resignation,"e2e4,e7e5,g1f3,b8c6,d2d4,e5d4,f1c4,g8f6,f3g5,d7d5,e4d5,d8e7,e1f1,c6e5,d1d4,e5c4,d4c4,e7c5,c4c5,f8c5,b1c3,c8f5,c1f4,h7h6,a1e1,e8f8,g5f3,c5b6,e1e2,a8d8,e2d2,b6a5,h2h3,f6e4,c3e4,f5e4,d2d4,e4c2,f1e2,d8e8,f4e3,f7f6,h1c1,c2e4,b2b4,a5b6,d4d2,b6e3,f2e3,e8e7,f3d4,f8f7,e2f2,h8d8,d4e6,d8d5,d2d5,e4d5,e6c7,d5a2,c7b5,a7a6,b5d6,f7g6,c1c8,a2d5,g2g4,e7d7,d6f5,d5e4,f5d4,h6h5,f2g3,h5g4,h3g4,g6f7,g3f4,e4d5,d4f5,d5e6,f5d4,d7d4,e3d4,e6c8"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,4,EltajSafarli,DanielNaroditsky,1-0,2678,2589,180+2,11:49:11 PST,EltajSafarli won by resignation,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,g8f6,e1g1,f8e7,f1e1,b7b5,a4b3,d7d6,c2c3,e8g8,h2h3,c6a5,b3c2,c7c5,d2d4,f6d7,b1d2,e5d4,c3d4,a5c6,d4d5,c6e5,f3e5,d7e5,f2f4,e5g6,d2f3,f7f5,e4e5,c8b7,e5e6,a8a7,a2a4,d8a8,f3g5,e7g5,f4g5,b7d5,e1e2,g6h4,a4b5,d5g2,a1a4,f5f4,e6e7,a7e7,e2e7,h4f3,g1f2,f3g5,c1f4,g5h3,f2g3,h3f4,d1g4,f4g6,c2g6,f8f3,g3g2,f3f4,g2h2,f4g4,a4g4,h7g6,g4g6,a8d5,g6g7,g8h8,b5b6,d5d2,h2g3,d2d3,g3f4,d3d4,f4f5,d4f2,f5e6,f2e3,e6d7,e3b3,d7c7"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,4,gumersindo,Mvpag,1-0,2091,1848,180+2,11:49:26 PST,gumersindo won on time,"d2d4,d7d5,c2c4,e7e6,b1c3,g8f6,c1g5,f8e7,e2e3,b8d7,g1f3,a7a6,c4d5,e6d5,f1d3,e8g8,e1g1,b7b6,a1c1,c8b7,c3e2,c7c5,e2g3,f6e4,g5e7,d8e7,d3b1,e4g3,h2g3,d7f6,d4c5,b6c5,d1c2,a8c8,g3g4,f8d8,c2f5,e7e6,g4g5,e6f5,b1f5,f6d7,c1c2,c8c7,f1c1,c5c4,f5d7,d8d7,f3d4,g8f8,b2b3,a6a5,b3c4,d5c4,c2c4,c7c4,c1c4,b7d5,c4c5,d5a2,c5a5,a2b1,f2f3,d7c7,a5b5,b1d3,b5b8,f8e7,b8g8,g7g6,g8g7,e7d6,g7h7,c7c1,g1f2,c1f1,f2g3,f1e1,g3f4,e1g1,g2g4,g1f1,h7f7,d6d5,f7d7,d5c5,d7e7,c5d6,e7e5,f1g1,e5a5,d3f1,e3e4,f1d3,e4e5,d6e7,a5a7,e7e8,e5e6,g1e1,a7a3,d3b1,a3e3,e1d1,f4e5"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,4,brauliocuarta,Mazetovic,0-1,2016,2334,180+2,11:49:28 PST,Mazetovic won by resignation,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f2f4,e8g8,g1f3,c7c5,d4d5,e7e6,f1e2,e6d5,c4d5,c8g4,e1g1,a7a6,h2h3,g4f3,e2f3,b8d7,g2g4,b7b5,c3e2,f6e8,d1c2,e8c7,c1e3,f8e8,a1d1,a8c8,e4e5,d6e5,f4f5,e5e4,f3g2,d7f6,e3g5,d8d6,g5f4,d6d7,d5d6,c7d5,g4g5,d5b4,c2b3,f6h5,f5g6,h7g6,e2g3,h5g3,f4g3,e4e3,d1e1,a6a5,a2a3,c5c4,b3d1,b4d3,e1e2,d3b2,e2b2,g7b2,d1d5,e3e2,f1e1,b2g7,g2f3,c4c3,e1e2,e8e2,f3e2,c3c2,e2b5,c2c1q,g1g2,c8c2"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,4,alturas_pacificas,kinetix,1-0,2059,1451,180+2,11:49:28 PST,alturas_pacificas won by resignation,"d2d4,d7d6,c1f4,g7g6,e2e3,f8g7,g1f3,b8d7,f1e2,e7e5,f4g3,f7f5,g3h4,g8f6,c2c4,h7h6,h4f6,d8f6,b1c3,c7c6,d1b3,f6f7,a1d1,e8g8,e1g1,g8h7,b3c2,g6g5,b2b4,e5e4,f3e1,d6d5,b4b5,d7f6,g2g3,c8e6,b5c6,b7c6,c4d5,c6d5,c3a4,a8c8,c2d2,g5g4,e1g2,h7h8,g2f4,c8c6,e2b5,c6d6,a4c5,f6h7,c5e6,d6e6,f4e6,f7e6,h2h4,g4h3,b5e2,h7g5,g1h2,h6h5,e2h5,f8f6,d1b1,f6h6,h5e2,g7f8,b1b8,h8h7,f1c1,f8d6,b8b7,h7g6,d2c2,g5h7,c2c8,h7g5,c8e6,g5e6,c1c6,e6d8,c6d6"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,4,ChessTrener,Novak_Pezelj,0-1,2446,2440,180+2,11:49:37 PST,Novak_Pezelj won by resignation,"d2d4,g8f6,g1f3,c7c6,c1g5,f6e4,g5f4,d8b6,d1c1,g7g5,f4e3,f8g7,c2c3,h7h6,g2g3,d7d6,f1g2,c8f5,b1d2,e4f6,d2b3,b8d7,e1g1,b6c7,c3c4,b7b6,h2h4,g5g4,f3e1,f5e4,a2a4,e4g2,e1g2,a8b8,c1c2,e8g8,b3d2,d6d5,b2b3,e7e5,d4e5,d7e5,e3h6,g7h6,c4d5,f6d5,d2e4,f7f5,e4d2,c7e7,d2c4,e5c4,b3c4,d5b4,c2b3,c6c5,e2e3,f8d8,a4a5,d8d3,b3b1,e7d7,a5b6,a7b6,h4h5,h6g5,g2e1,d3d2,e1g2,b8d8,e3e4,b4c2,a1a6,f5e4,b1b6,d2d6,b6a5,g5d2,a6a7,d2a5"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,4,AungTZ,pedromartinez91,0-1,2065,2151,180+2,11:49:40 PST,pedromartinez91 won on time,"e2e4,c7c5,g1f3,d7d6,f1b5,b8d7,e1g1,g8f6,f1e1,a7a6,b5f1,e7e5,c2c3,f8e7,d2d4,e8g8,a2a4,h7h6,a4a5,f8e8,b1d2,e7f8,d4e5,d7e5,d1c2,e5f3,d2f3,d6d5,e4e5,f6e4,h2h3,c8f5,c2b3,c5c4,b3d1,f8c5,c1e3,c5e3,e1e3,e4c5,f3d4,f5d7,d4c2,c5b3,a1a3,d7c6,c2d4,b3a5,e5e6,f7e6,d4e6,d8d7,d1g4,b7b6,a3a1,a8a7,a1e1,e8e7,g4d4,a7b7,d4h4,a5b3,e6c5,e7e3,c5d7,e3e1,h4d8,g8h7,d7f8,h7g8,f8d7,g8h7,d7f8,h7g8,f8d7,g8f7,d8f8,f7g6,d7b8,e1e8"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,4,biostatistician,wonderfultime,0-1,2299,2543,180+2,11:49:45 PST,wonderfultime won by checkmate,"d2d4,d7d5,g1f3,g8f6,c2c4,c7c6,c4d5,c6d5,b1c3,b8c6,c1f4,c8f5,e2e3,e7e6,d1b3,f8b4,f1b5,e8g8,e1g1,b4c3,b3c3,a8c8,c3a3,d8b6,b5e2,c6b4,a1c1,h7h6,b2b3,f5d3,c1c8,f8c8,e2d3,b4d3,f4e5,f6e4,e5g3,a7a5,f1d1,b6b4,a3b4,d3b4,a2a3,b4c2,d1c1,c8c3,b3b4,a5a4,f3e5,c2a3,c1a1,c3b3,e5d7,b3b1,a1b1,a3b1,d7c5,e4c5,d4c5,f7f6,b4b5,a4a3,c5c6,b7c6,b5c6,a3a2,c6c7,a2a1q,c7c8q,g8h7,c8c2,f6f5,c2c1,a1a2,h2h4,b1d2,c1c8,a2a1,g1h2,d2f1,h2h3,a1d1,f2f3,f1e3,c8e6,d1h1,g3h2,h1g2"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,4,chesstatour,PauloCesarCosta,1/2-1/2,1891,2047,180+2,11:49:54 PST,Game drawn by agreement,"d2d4,d7d5,c2c4,c7c6,b1c3,e7e6,c4d5,e6d5,f2f3,f8b4,c1f4,g8f6,a2a3,b4c3,b2c3,e8g8,g2g3,c8f5,f1g2,f8e8,g1h3,d8e7,h3f2,b8d7,a1a2,f5g6,e1g1,d7b6,f1e1,b6c4,e2e4,d5e4,f3e4,c4a3,e4e5,f6d5,g2d5,c6d5,d1b3,a3c4,f2d1,g6f5,d1e3,c4e3,e1e3,f5e6,a2b2,b7b6,e3e1,e8c8,e1a1,e7c7,f4d2,c7c4,b3c4,c8c4,b2b6,h7h6,b6b7,a7a5,b7b5,a5a4,b5b4,g8f8,b4c4,d5c4,d2c1,f8e8,c1a3,e8d7,g1f2,e6d5,a1b1,d7c6,f2e3,g7g6,b1f1,h6h5,f1f6,c6c7"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,4,Tomsel,WanderingPuppet,1-0,2281,2091,180+2,11:49:58 PST,Tomsel won on time,"d2d4,g8f6,c1f4,g7g6,b1c3,f8g7,d1d2,d7d6,f4h6,g7h6,d2h6,c7c5,e1c1,c5d4,d1d4,b8c6,d4d1,c8e6,e2e4,d8a5,a2a3,a8c8,g1f3,a7a6,h2h3,b7b5,f3g5,b5b4,a3b4,a5a1,c1d2,a1b2,g5e6,c6b4,e6g7,e8d8,f1d3,c8c3,d2e1,b4c2,d3c2,c3c2,h6e3,f6d7,e4e5,d7e5,e1f1,e5c4,e3a7,c4d2,f1g1,c2c7,a7a8,d8d7,a8a6,b2c2,d1e1,d2e4,a6a5,c2f2,g1h2,f2g3,h2g1,g3f2,g1h2,e4c3,e1e7,d7e7,a5c7,e7f6,c7c3,f6e7,h1e1,e7d7,c3b4,h8g8,b4b7"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,4,AlexanderL,GeorgMeier,0-1,2513,2737,180+2,11:50:00 PST,GeorgMeier won by resignation,"d2d4,e7e6,c2c4,g8f6,b1c3,f8b4,d1c2,e8g8,g1f3,c7c5,d4c5,b8c6,c1g5,h7h6,g5f6,d8f6,a1c1,b4c5,e2e3,b7b6,f1e2,c8b7,e1g1,c6e5,c3e4,b7e4,c2e4,e5f3,e2f3,f6b2,c1c2,b2a3,e4a8,f8a8,f3a8,a3a4,a8e4,g8f8,e4d3,f8e7,f1d1,f7f5,g1f1,g7g5,d1b1,e7f6,b1b3,h6h5,d3e2,g5g4,c2d2,d7d6,h2h4,g4h3,g2h3,f6g5,f1g2,g5h4,e2f3,a4c4,b3d3,h4g5,f3e2,c4e4,e2f3,e4c4,f3e2,c4b4,f2f4,g5h6,e2f3,h5h4,d2e2,b4c4,e2d2,a7a5,d3b3,h6g7,f3e2,c4c1,b3d3,c1e1,e2f1,c5e3,d3e3,e1e3,d2d6,g7f6,d6d1,e3f4,d1d3,e6e5,d3d6,f6g5,f1e2,e5e4,d6d7,f4g3"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,4,stepanosinovsky,manitodeplomo,1-0,2288,2284,180+2,11:50:03 PST,stepanosinovsky won by resignation,"e2e4,g7g6,g1f3,f8g7,h2h4,h7h5,d2d4,c7c5,b1c3,d8a5,d4d5,d7d6,c1d2,a5d8,f3g5,g8f6,f2f3,a7a6,a2a4,b8d7,f1e2,d7e5,d2f4,e8g8,g2g4,h5g4,f4e5,d6e5,f3g4,g7h6,e2f3,g8g7,d1e2,f8h8,g5h3,h6f4,h3f4,e5f4,e4e5,f6h7,g4g5,c8f5,e1c1,b7b5,d5d6,a8b8,d6e7,d8e7,c3d5,e7a7,d5f4,b5a4,e5e6,h8e8,e2e5,f7f6,g5f6,h7f6,h1g1,g7h7,e5f6,a4a3,b2a3,b8b7,h4h5,a7b8,h5g6,h7g8,f6f7,b7f7,g6f7,g8h7,g1h1,h7g7,f4h5,g7g6,d1g1,g6h6,h5f4"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,4,MinhGTrAn,darsen_sanzhaev,1-0,2414,2153,180+2,11:50:13 PST,MinhGTrAn won by checkmate,"g1f3,g8f6,b2b3,b7b6,c1b2,c8b7,e2e3,e7e6,f1e2,f8e7,e1g1,e8g8,c2c4,c7c5,d2d4,d7d5,b2c3,b8d7,b1d2,e7d6,a1c1,a8c8,f3e5,d8c7,f2f4,f8d8,e2d3,f6e4,c4d5,e6d5,c3b2,d7f6,d2f3,d8e8,f3g5,e8e7,g5e4,d6e5,d4e5,f6e4,d3e4,d5e4,f4f5,c8d8,d1g4,g7g6,g4g5,e7e8,f5f6,g8h8,g5h6,e8g8,f1f4,g6g5,f4f5,g8g6,h6h5,d8d2,b2c3,c7d7,f5g5,d2d3,e5e6,d7e6,g5g6,d3c3,c1c3,f7g6,h5g5,h8g8,g5f4,b7d5,c3c1,g8f7,c1d1,a7a5,g2g4,h7h6,f4c7,f7f6,d1f1,f6g5,c7f4,g5h4,f4g3,h4g5,h2h4"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,4,Irochka83,jcibarra,0-1,2287,2541,180+2,11:50:15 PST,jcibarra won by resignation,"g1f3,g8f6,c2c4,d7d6,g2g3,g7g6,f1g2,f8g7,b1c3,e8g8,e1g1,b8c6,d2d3,e7e5,c1g5,h7h6,g5f6,g7f6,a1b1,a7a5,a2a3,f6g7,b2b4,a5b4,a3b4,f8e8,b4b5,c6e7,d1c2,c7c6,f3d2,c8e6,b5c6,b7c6,b1b7,d6d5,f1b1,h6h5,c3a4,d8a5,a4b6,a8b8,d2b3,a5b4,b7b8,e8b8,b3d4,b4a5,d4e6,b8b6,b1b6,a5b6,e6g5,g7f6,g5f3,b6b4,h2h4,e5e4,f3d2,e7f5,d3e4,f5d4,c2d3,d5c4,d2c4,b4e1,g2f1,d4e6,e4e5,f6e7,c4d6,e1a1,d3f3,e6d8,f3e4,a1d1,d6c4,d8e6,e4c6,g8g7,c4d6,d1d4,c6e4,d4a1,e4d3,a1e5,d6c4,e5a1,g1g2,e7f6,e2e3,a1a8,g2g1,e6c5,d3d6,c5e4,f1g2,a8a1,g2f1,e4d6,c4d6"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,4,Aragon,Bab3s,1-0,1970,2046,180+2,11:50:24 PST,Aragon won by resignation,"e2e4,e7e5,d2d4,e5d4,c2c3,d4c3,f1c4,b8c6,g1f3,d7d6,b1c3,f8e7,d1b3,c6a5,c4f7,e8f8,b3a4,f8f7,a4a5,g8f6,f3g5,f7g8,a5a4,h7h6,a4b3,d6d5,e4d5,e7d6,g5e6,d8e8,c1e3,e8h5,e6f4,h5f5,f4e2,g8h7,e1c1,a7a5,e2d4,f5g6,d4b5,c8f5,b5d4,a5a4,b3c4,a4a3,b2b3,a8a5,d4f5,g6f5,c4d3,f5d3,d1d3,d6e5,h1d1,h8d8,c1c2,e5c3,d3c3,f6d5,c3c4,c7c6,b3b4,a5a8,c4d4,d8e8,d1d3,e8e6,c2b3,b7b5,d4d5,c6d5,d3d5,a8c8,d5b5,e6c6,b5c5,c6c5,e3c5,h7g6,b3a3,g6f5,a3b3,f5e4,a2a4,e4d5,a4a5,d5c6,a5a6,c8e8,b3c4,e8e4,c5d4,e4e2,b4b5,c6c7,b5b6,c7b8,c4d5,e2a2,d4e5"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,4,DanielRensch,jup1978,0-1,2249,2143,180+2,11:50:24 PST,jup1978 won by resignation,"d2d4,d7d5,b1c3,e7e6,e2e4,g8f6,c1g5,d5e4,c3e4,f8e7,g5f6,g7f6,g1f3,f6f5,e4g3,c7c5,f1b5,c8d7,b5d7,d8d7,f3e5,d7d4,d1e2,e7f6,e5f3,d4b2,e1g1,b2c3,e2b5,b8d7,a1d1,e8c8,b5a4,c8c7,a4a7,c3b4,a2a3,b4b6,a7a4,b6c6,a4a5,c6b6,a5a4,b6c6,a4b3,d7e5,c2c4,e5f3,b3f3,c6f3,g2f3,d8d1,f1d1,h8a8,d1d3,a8d8,d3b3,d8d2,g3f1,d2b2,b3d3,f6d4,f1e3,f5f4,e3d1,b2c2,h2h4,c2c4,g1g2,c4c2,g2h3,d4f2,h3g4,e6e5,d1f2,c2f2,d3d5,c7c6,d5e5,c5c4,e5e4,c6d5,e4f4,c4c3,f4f7,c3c2,f7c7,d5d4,g4g3,f2d2,f3f4,d2d3,g3f2,d3c3,c7d7,d4c4,d7c7,c4b3,c7b7,b3a3,b7a7,a3b2,a7b7,c3b3,b7c7,c2c1q,c7c1,b2c1,f4f5,c1d2,f5f6,b3b6"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,4,AndreyOstrovskiy,asms9699,1/2-1/2,2349,2236,180+2,11:50:33 PST,Game drawn - insufficient material,"e2e4,e7e6,d2d4,d7d5,b1c3,g8f6,e4e5,f6d7,f2f4,c7c5,g1f3,b8c6,c1e3,a7a6,d1d2,b7b5,d4c5,f8c5,e3c5,d7c5,d2f2,d8b6,f1d3,b5b4,c3e2,a6a5,e1g1,c8a6,f1d1,e8g8,a1c1,c6e7,g1h1,c5a4,f2b6,a4b6,e2d4,f8c8,h1g1,b6a4,c1b1,e7c6,g1f2,c8c7,f2e3,a6d3,c2d3,a8c8,d4b3,c6e7,f3d4,c8a8,g2g4,g7g6,d1d2,g8f8,b1c1,c7c1,b3c1,a4b6,d2c2,a8c8,c1b3,c8c2,d4c2,e7c6,c2d4,c6d4,e3d4,b6a4,b3a5,a4b2,a5c6,h7h5,g4g5,h5h4,c6b4,h4h3,d4e3,b2d1,e3f3,d1c3,f3g4,f8e8,g4h3,e8d7,h3g4,d7c7,h2h4,c7b6,h4h5,g6h5,g4h5,b6b5,a2a3,c3e2,h5h6,e2f4,h6g7,f4h3,g7f6,b5a4,g5g6,f7g6,f6e6,h3f4,e6f6,a4a3,b4c6,d5d4,c6d4,f4d3,e5e6,d3f4,e6e7,f4d5,f6f7,d5e7,f7e7,g6g5,e7f6,g5g4,d4f5,a3b4,f6g5,b4c5,g5g4"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,4,Tirantes,kharposh,1-0,2313,2056,180+2,11:51:14 PST,Tirantes won by resignation,"c2c4,e7e5,b1c3,g8f6,g1f3,b8c6,g2g3,f8e7,d2d4,e5d4,f3d4,e8g8,f1g2,e7c5,d4b3,c5b4,c1d2,d7d6,e1g1,f8e8,a1c1,b4c3,d2c3,f6e4,e2e3,e4c3,c1c3,c8f5,c4c5,f5e4,c5d6,d8d6,d1d6,c7d6,f1d1,d6d5,b3c5,c6e5,c5e4,d5e4,g2e4,a8b8,c3c7,e5c6,e4c6,b7c6,b2b3,h7h5,d1d7,e8f8,c7a7,b8b5,d7d4,b5c5,d4c4,c5d5,c4c6,h5h4,g1g2,d5d2,g3h4,g7g6,c6c5,g8g7,h4h5,g7h6,c5c7,g6h5,c7f7,f8f7,a7f7,d2a2,b3b4,a2b2,f7b7,h6g5,g2g3,h5h4,g3f3,h4h3,b7h7,b2b4,h7h3,b4b3,h3g3,g5f5,g3g8,b3a3,h2h4,a3b3,h4h5,b3b1,h5h6,b1h1,g8h8,h1h3,f3e2,f5g6,f2f4,h3g3,h8g8,g6f5,g8g3,f5e4,h6h7,e4f5,h7h8q"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,4,bsmail,kesarev,0-1,2047,2235,180+2,11:51:32 PST,kesarev won on time,"d2d4,g7g6,c2c4,f8g7,b1c3,g8f6,c1g5,e8g8,e2e3,d7d6,g1f3,c7c5,d4d5,h7h6,g5h4,e7e6,f1e2,e6d5,c4d5,f8e8,e1g1,a7a6,a2a4,b8d7,f3d2,d7e5,h4g3,h6h5,g3e5,e8e5,d2c4,e5e7,d1c2,b7b6,a1e1,a8b8,e1a1,d8c7,h2h3,c8d7,e2f3,d7e8,f1e1,f6d7,c3e4,g7e5,a1c1,b6b5,c4e5,e7e5,b2b4,c5c4,a4a5,e5d5,e1d1,d5d1,c1d1,d7e5,e4d6,e8c6,f3c6,e5c6,d6e4,c7e7,d1d7,c6b4,c2b1,e7e5,f2f3,b4d3,d7d5,e5b2,b1d1,g8g7,d5d7,b8e8,d1f1,b2e5,g1h1,e8e7,d7d8,e7e8,d8d7,e8e7,d7d8,b5b4,e4d2,e5c3,d2c4,c3c4,f1d3,c4d3,d8d3,e7b7,d3b3,g7f6,h1g1,f6e6,g1f2,e6d5,f2e2,d5c4,b3b1,c4c3,e2d1,b4b3,e3e4,b7b5,f3f4,b5a5,e4e5,a5a2,g2g4,h5g4,h3g4,a6a5,f4f5,g6f5,g4f5,a2f2,b1c1,f2c2,e5e6,f7e6,f5e6,c3b2,c1c2,b3c2,d1d2,c2c1q"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,4,KyronGriffith,lukas_111111,0-1,2159,2283,180+2,11:51:37 PST,lukas_111111 won by resignation,"e2e4,c7c5,g1f3,e7e6,d2d4,c5d4,f3d4,a7a6,b1c3,d8c7,f1e2,b8c6,c1e3,g8f6,e1g1,f8e7,a2a4,e8g8,f2f4,d7d6,g1h1,f8e8,d4b3,b7b6,e2f3,c8b7,g2g4,c6a5,b3a5,b6a5,g4g5,f6d7,f3g2,a8b8,d1h5,g7g6,h5h6,e7f8,h6h4,f8g7,a1a3,b7a8,e3c1,b8b4,f1f3,d7f8,h4e1,e8b8,f3d3,f8d7,d3h3,b4c4,a3b3,b8b4,f4f5,g6f5,e4f5,a8g2,h1g2,c4g4,h3g3,c7b7,g2g1,g4g3,h2g3,b4b3,c2b3,b7b3,e1e4,e6f5,e4f5,b3e6,f5e6,f7e6,c3e4,g7e5,g1f2,d7b6,b2b3,d6d5,e4c5,e5d4,c1e3,d4c5,e3c5,b6d7,c5d6,g8f7,d6c7,d7c5,c7a5,c5b3,a5c3,f7g6,c3f6,b3c5,f6e7,c5a4,f2e3,e6e5,e7f6,g6f5,g3g4,f5e6,f6g7,a4b6,g7f8,a6a5,e3d3,a5a4,f8c5,b6c4,d3c3,a4a3,c3b3,e5e4,c5b4,e4e3,b4e1,e6e5,b3b4,a3a2,e1c3,d5d4"
